plate,mjd,fiberid,specobjid,bestobjid,elodiervfinal,teffadop,fehadop,loggadop,teffspec,fehspec,psfmag_u,psfmag_g,psfmag_r,psfmag_i,psfmag_z,psfmagErr_u,psfmagErr_g,psfmagErr_r,psfmagErr_i,psfmagErr_z,ra,dec,u,g,r,i,z,specobjid1,class,subclass,z1,plate1,mjd1,fiberid1,elodieBV,elodieTEff,elodieLogG,elodieFeH,elodieZ,elodieZErr
2858,54498,123,3217855819202717696,1237651271361429578,-95.65685,5962.76,-0.4432595,4.101623,5937.464,-0.4799653,17.30208,16.10073,15.73321,15.61751,15.56756,0.009947922,0.0217862,0.01535567,0.01295318,0.01425335,172.523672987315,65.843130392104,17.29185,16.10878,15.73113,15.60192,15.57315,3217855819202717696,STAR,G0,-0.0003638375,2858,54498,123,0.549,5890,4.41,-0.11,-0.0003434271,3.976387E-06
2858,54498,124,3217856094080624640,1237651271361363990,-47.3647,5657.333,0.1502495,3.824794,5627.825,0.169773,17.26646,15.68435,15.20205,15.04643,15.02312,0.00973905,0.02621346,0.01868987,0.01620698,0.01279282,171.89508473673,65.7567251207839,17.27204,15.69359,15.19576,15.04239,15.01413,3217856094080624640,STAR,F9,-0.0002110937,2858,54498,124,0.719,5448,3.85,0.16,-0.0001823418,3.349462E-06
2858,54464,122,3217855543754385408,1237651271361363990,-44.21904,5667.08,0.1293439,3.84915,5666.068,0.1293413,17.26646,15.68435,15.20205,15.04643,15.02312,0.00973905,0.02621346,0.01868987,0.01620698,0.01279282,171.89508473673,65.7567251207839,17.27204,15.69359,15.19576,15.04239,15.01413,3217856094080624640,STAR,F9,-0.0002110937,2858,54498,124,0.719,5448,3.85,0.16,-0.0001823418,3.349462E-06
3122,54821,473,3515189607295721472,1237652900763205736,-7.161669,5307.536,-1.364181,2.934426,5317.338,-1.351802,19.07162,17.80229,17.24974,17.05279,16.91454,0.02374159,0.01478041,0.01539204,0.01151599,0.01720874,34.9142519749228,-8.54588696939324,19.06978,17.78839,17.24105,17.03733,16.89762,3515189607295721472,STAR,G2,-5.141756E-05,3122,54821,473,0.661,5152,2.4,-1.42,-4.823894E-05,5.929787E-06
3122,54821,474,3515189882173628416,1237652900763271317,-39.08599,5998.864,-1.371596,4.346603,6048.095,-1.344888,19.99184,19.02788,18.67879,18.50601,18.42034,0.04040929,0.01886777,0.01797694,0.01685831,0.03318287,35.0837222020062,-8.57862897653386,20.00009,19.02481,18.66116,18.49076,18.39594,3515189882173628416,STAR,F5,-0.0001682381,3122,54821,474,0,6000,4,-1.5,-0.000154727,1.638514E-05
3122,54821,475,3515190157051535360,1237652900763271327,178.1367,8496.99,-0.8945343,4.267,8562.385,-0.5586703,19.36894,18.20045,18.32792,18.42196,18.55307,0.02905482,0.01792821,0.01741038,0.01662926,0.03684672,35.1085029086218,-8.55870278737468,19.37415,18.19869,18.31035,18.41363,18.52507,3515190157051535360,STAR,A0,0.0005335496,3122,54821,475,0,9000,4,-0.5,0.0005698497,1.300435E-05
3122,54821,477,3515190706807349248,1237652901300076673,-166.1607,5930.141,-1.617644,3.967753,5958.357,-1.623929,20.42227,19.42686,19.03241,18.90734,18.98317,0.05164811,0.01668875,0.02309593,0.02226325,0.04573388,34.8934930432708,-8.26643523355848,20.43635,19.44937,19.06083,18.91912,19.00825,3515190706807349248,STAR,F5,-0.0005724736,3122,54821,477,0,6000,4,-1.5,-0.0005786026,2.317982E-05
3122,54821,478,3515190981685256192,1237652900763271253,-6.066576,4651.466,-0.2405062,4.305365,4683.451,-0.1928805,20.87916,18.502,17.52698,17.20014,17.04359,0.07558238,0.01820864,0.01672841,0.01490547,0.0163536,35.0053798610691,-8.64320453383729,20.9124,18.51138,17.52761,17.20584,17.04292,3515190981685256192,STAR,K5,-4.491788E-05,3122,54821,478,1.038,4528,4.251,0.07,-4.45861E-05,2.980781E-06
3122,54821,480,3515191531441070080,1237652901300076679,23.66328,4657.872,-0.624279,4.464396,4658.936,-0.7531278,20.3111,18.17816,17.27165,16.94745,16.7585,0.04695018,0.01364662,0.021122,0.01829538,0.01897553,34.8844660954937,-8.12952181287216,20.30485,18.16214,17.2678,16.94184,16.75862,3515191531441070080,STAR,K3,5.622299E-05,3122,54821,480,0.983,4576,4.414,-0.39,5.458203E-05,4.048085E-06
3122,54821,483,3515192356074790912,1237652901300142192,180.9253,6195.052,-1.185257,3.418305,6258.271,-1.167852,19.08251,18.1099,17.77958,17.68013,17.67594,0.02418101,0.01059261,0.01821987,0.01725674,0.02191475,35.0855850487808,-8.12111909412951,19.09479,18.09746,17.77764,17.69244,17.66043,3515192356074790912,STAR,F5,0.0005686824,3122,54821,483,0,6000,4,-1.5,0.0005791518,9.719733E-06
3122,54821,485,3515192905830604800,1237652900763402318,4.819229,4253.277,-0.306297,3.964284,4315.348,-0.306297,19.96358,17.39784,16.19447,15.74762,15.51269,0.04351491,0.01664125,0.01758754,0.01550841,0.02085468,35.3852226961112,-8.61539426005814,19.97304,17.38288,16.1847,15.73783,15.49873,3515192905830604800,STAR,K7,-1.286509E-06,3122,54821,485,1.069,4382,4.64,-0.28,-8.274964E-06,1.865293E-06
3122,54821,487,3515193455586418688,1237652900763467878,-119.6281,6175.581,-0.8137265,4.056653,6190.152,-0.8165231,19.2548,18.18006,17.87406,17.76633,17.68482,0.02576327,0.02028137,0.01336032,0.01458134,0.02120349,35.5003172144211,-8.50143332305336,19.24499,18.175,17.8683,17.76177,17.70934,3515193455586418688,STAR,F5,-0.0004276884,3122,54821,487,0,6000,4,-1.5,-0.0004233865,8.498788E-06
3122,54821,490,3515194280220139520,1237652901300142125,-26.72324,5952.674,-0.8979467,4.201293,6005.903,-0.8799068,18.50468,17.47097,17.09278,16.89056,16.90427,0.01978921,0.01000911,0.01790328,0.0167357,0.01758222,35.043556077778,-8.24562674839295,18.48183,17.47915,17.09553,16.92191,16.91294,3515194280220139520,STAR,F5,-0.0001242749,3122,54821,490,0.486,5790,3.7,-0.65,-0.0001134893,5.721367E-06
3122,54821,491,3515194555098046464,1237652900763271335,-62.21906,5249.06,-0.6693528,4.557844,5283.094,-0.6629704,19.79139,18.23118,17.61255,17.4037,17.30933,0.03570691,0.01793225,0.0167886,0.01504253,0.01814612,35.1503055499094,-8.62876222117967,19.82415,18.22194,17.61615,17.41455,17.30312,3515194555098046464,STAR,F9,-0.0002474444,3122,54821,491,0.786,5221,4.5,-0.24,-0.0002318906,4.461277E-06
3122,54821,492,3515194829975953408,1237652900763336828,46.65274,5005.754,-0.7285212,4.458786,4998.584,-0.7543312,20.96715,19.22696,18.80731,18.27859,18.11855,0.07770086,0.0149159,0.02515016,0.01493838,0.03122264,35.2558509368413,-8.57686779877968,20.93288,19.19195,18.68528,18.2081,18.05072,3515194829975953408,STAR,K3,0.0001335186,3122,54821,492,0.871,4955,4.47,-0.23,0.0001312666,6.95297E-06
3122,54821,493,3515195104853860352,1237652900763336847,8.488981,4729.877,-0.2027766,4.300258,4726.071,-0.2116796,20.23468,18.03024,17.12323,16.84336,16.6782,0.04561285,0.0126057,0.0202972,0.01321511,0.02063896,35.3024484385215,-8.61413328106524,20.28145,18.02745,17.12899,16.83309,16.68737,3515195104853860352,STAR,K3,-7.669432E-07,3122,54821,493,1.038,4528,4.251,0.07,3.966014E-06,3.088019E-06
3122,54821,494,3515195379731767296,1237652901300207712,-168.934,5874.92,-1.630284,4.263313,5920.17,-1.630284,20.43379,19.58515,19.18551,19.07796,19.0044,0.05219095,0.01893925,0.01557312,0.02111941,0.04902221,35.1558320414127,-8.14034616818489,20.46012,19.57485,19.17242,19.06499,18.9991,3515195379731767296,STAR,F5,-0.0005945785,3122,54821,494,0.497,5830,3.89,-0.85,-0.0005878535,2.371377E-05
3122,54821,495,3515195654609674240,1237652900763402243,119.6318,5061.408,-1.803006,3.073623,5065.447,-1.815038,18.2923,16.99911,16.46696,16.25942,16.14606,0.01586048,0.01652127,0.01762459,0.01558834,0.02135014,35.3111233072868,-8.55331327779461,18.29981,17.0074,16.47979,16.25666,16.1527,3515195654609674240,STAR,F9,0.000366673,3122,54821,495,0.692,5285,4.62,-0.71,0.0003746987,9.670473E-06
3122,54821,496,3515195929487581184,1237652900763271238,7.609256,4577.19,-0.1861484,4.35052,4597.606,-0.1934748,18.85297,16.48724,15.49536,15.14027,14.98898,0.02356444,0.0173159,0.01631036,0.01444711,0.01264713,35.1399242599165,-8.60942330439043,18.85561,16.49031,15.4969,15.14636,14.97787,3515195929487581184,STAR,K5,6.52422E-06,3122,54821,496,1.074,4650,0,0.07,1.031567E-06,1.553021E-06
3122,54821,499,3515196754121302016,1237652900763467897,23.03876,4585.022,-0.7967372,4.603702,4706.671,-0.7383155,20.46817,18.3057,17.47688,17.14283,17.00997,0.05327665,0.0207982,0.01303415,0.01401888,0.01580478,35.5232908550607,-8.59435535242205,20.44398,18.30595,17.45412,17.13919,17.01281,3515196754121302016,STAR,K3,5.423612E-05,3122,54821,499,0.983,4576,4.414,-0.39,5.249886E-05,3.651016E-06
3122,54821,500,3515197028999208960,1237652900763336802,29.72275,4828.007,-0.5610662,4.553219,4847.306,-0.5370036,20.34146,18.28814,17.49152,17.17169,17.03415,0.05066571,0.01291299,0.02041593,0.01339211,0.02172922,35.2143103126178,-8.61185930750409,20.34417,18.2829,17.47291,17.1661,17.03286,3515197028999208960,STAR,K3,7.07072E-05,3122,54821,500,0.95,4775,4.409,-0.12,7.479425E-05,3.960104E-06
3122,54821,501,3515197303877115904,1237652901300338732,-88.87196,5038.099,-1.574139,1.676661,5158.66,-1.631437,18.85933,17.2861,16.6602,16.37745,16.2581,0.03888078,0.02121056,0.01573792,0.01303096,0.01675296,35.521598652084,-8.13366172346387,18.85615,17.27696,16.63558,16.36967,16.24832,3515197303877115904,STAR,G2,-0.0003201497,3122,54821,501,0,6000,4,-0.5,-0.0003207951,5.483118E-06
3122,54821,502,3515197578755022848,1237652901300469798,138.1427,6311.577,-1.894607,3.920385,6331.594,-1.809746,19.69324,18.76825,18.50644,18.37186,18.33036,0.03305884,0.02495859,0.01416192,0.01763044,0.03084907,35.8397603303816,-8.07593364030466,19.68097,18.75531,18.49313,18.35965,18.32613,3515197578755022848,STAR,A0,0.0003699219,3122,54821,502,0,6500,4,-1.5,0.0004364443,1.572181E-05
3122,54821,503,3515197853632929792,1237652900763533476,-124.7243,5619.981,-1.403633,2.701799,5639.225,-1.36261,19.35549,18.14214,17.69004,17.52904,17.44924,0.02944813,0.01418639,0.01473383,0.02220809,0.03023949,35.6441185378177,-8.50455930543051,19.34993,18.12231,17.6864,17.52029,17.4478,3515197853632929792,STAR,F5,-0.0004373922,3122,54821,503,0,6000,2,-1,-0.0004403857,8.303499E-06
3185,54829,640,3586167206171484160,1237649962454417544,-131.2699,6551.103,-1.89198,4.280516,6689.623,-1.638036,20.23301,19.28195,18.9779,18.8479,18.86664,0.05327081,0.02357681,0.01811644,0.02595062,0.05524947,48.3673551233473,-7.50693800914935,20.25923,19.28061,18.96796,18.84158,18.85612,3587183155318202368,STAR,A0,-0.0005976945,3186,54853,240,0,6500,4,-2,-0.0005546135,3.734958E-05
3186,54833,224,3587178756936146944,1237649962454417544,-143.2254,6563.247,-1.961475,3.970496,6668.756,-1.961475,20.23301,19.28195,18.9779,18.8479,18.86664,0.05327081,0.02357681,0.01811644,0.02595062,0.05524947,48.3673551233473,-7.50693800914935,20.25923,19.28061,18.96796,18.84158,18.85612,3587183155318202368,STAR,A0,-0.0005976945,3186,54853,240,0,6500,4,-2,-0.0005546135,3.734958E-05
3186,54853,240,3587183155318202368,1237649962454417544,-158.9689,6451.559,-2.031778,3.921267,6518.142,-1.954656,20.23301,19.28195,18.9779,18.8479,18.86664,0.05327081,0.02357681,0.01811644,0.02595062,0.05524947,48.3673551233473,-7.50693800914935,20.25923,19.28061,18.96796,18.84158,18.85612,3587183155318202368,STAR,A0,-0.0005976945,3186,54853,240,0,6500,4,-2,-0.0005546135,3.734958E-05
3186,54853,262,3587189202632155136,1237649962454286434,36.65796,5803.831,-0.6714511,4.166188,5836.002,-0.6263463,19.99014,18.85277,18.39501,18.15306,18.16276,0.04037467,0.01623923,0.01780492,0.02151551,0.02934785,48.0500962727532,-7.54458130818833,19.9719,18.84259,18.37341,18.15388,18.13429,3587189202632155136,STAR,F9,9.021546E-05,3186,54853,262,0.564,5651,4.42,-0.32,9.79276E-05,1.018264E-05
3186,54833,263,3587189477174517760,1237649962454286434,35.30478,5887.043,-0.5957779,4.246209,5959.785,-0.6605793,19.99014,18.85277,18.39501,18.15306,18.16276,0.04037467,0.01623923,0.01780492,0.02151551,0.02934785,48.0500962727532,-7.54458130818833,19.9719,18.84259,18.37341,18.15388,18.13429,3587189202632155136,STAR,F9,9.021546E-05,3186,54853,262,0.564,5651,4.42,-0.32,9.79276E-05,1.018264E-05
3186,54853,263,3587189477510062080,1237649962454286438,-10.9098,5819.412,-1.097148,2.426738,5825.758,-1.097148,20.40778,19.37506,18.93476,18.77327,18.65527,0.05595003,0.01803863,0.01909834,0.02313167,0.03994277,48.0634113668261,-7.49173165381637,20.40664,19.37471,18.94068,18.76669,18.66805,3587189477510062080,STAR,F5,-0.0001061676,3186,54853,263,0,6000,4,-1,-6.074134E-05,2.413972E-05
3186,54833,265,3587190026930331648,1237649962454286438,-36.44054,6210.626,-0.7932589,3.976135,6285.848,-0.7932589,20.40778,19.37506,18.93476,18.77327,18.65527,0.05595003,0.01803863,0.01909834,0.02313167,0.03994277,48.0634113668261,-7.49173165381637,20.40664,19.37471,18.94068,18.76669,18.66805,3587189477510062080,STAR,F5,-0.0001061676,3186,54853,263,0,6000,4,-1,-6.074134E-05,2.413972E-05
3186,54833,269,3587191126441959424,1237649962454286353,42.30197,5910.694,-0.3358296,3.997319,5911.52,-0.2943825,18.11605,16.85025,16.41096,16.2428,16.19111,0.01864423,0.01459953,0.0166707,0.02025842,0.01441346,47.9881264420812,-7.35277689958317,18.11707,16.84304,16.41318,16.24281,16.18031,3587191126777503744,STAR,F9,0.0001051108,3186,54853,269,0.58,5625,4.2,-0.21,0.0001214837,4.674949E-06
3186,54853,269,3587191126777503744,1237649962454286353,43.71989,5929.833,-0.3714984,4.06421,5940.738,-0.3262857,18.11605,16.85025,16.41096,16.2428,16.19111,0.01864423,0.01459953,0.0166707,0.02025842,0.01441346,47.9881264420812,-7.35277689958317,18.11707,16.84304,16.41318,16.24281,16.18031,3587191126777503744,STAR,F9,0.0001051108,3186,54853,269,0.58,5625,4.2,-0.21,0.0001214837,4.674949E-06
3186,54833,275,3587192775709401088,1237649962991157361,129.0913,6190.135,-1.707091,3.162108,6257.345,-1.610469,19.58584,18.70937,18.32718,18.25291,18.25359,0.04120585,0.02995517,0.0256387,0.01983975,0.03330654,48.006392588627,-7.05268296289053,19.58005,18.68863,18.33937,18.24316,18.26286,3587192775709401088,STAR,A0,0.0003414056,3186,54833,275,0,7000,4,-1,0.000406252,4.875879E-05
3186,54833,277,3587193325465214976,1237649962454351959,108.286,5773.575,-1.403189,4.080838,5753.281,-1.403189,20.14181,19.06504,18.63604,18.44192,18.34723,0.04557884,0.02597425,0.02197707,0.02001816,0.03669748,48.2012135407468,-7.53015623257417,20.13827,19.04495,18.61289,18.41956,18.32069,3587193325800759296,STAR,G2,0.0003358908,3186,54853,277,0.486,5790,3.7,-0.65,0.0003604066,2.689495E-05
3186,54853,277,3587193325800759296,1237649962454351959,115.3472,5743.173,-1.651686,3.940664,5708.377,-1.823446,20.14181,19.06504,18.63604,18.44192,18.34723,0.04557884,0.02597425,0.02197707,0.02001816,0.03669748,48.2012135407468,-7.53015623257417,20.13827,19.04495,18.61289,18.41956,18.32069,3587193325800759296,STAR,G2,0.0003358908,3186,54853,277,0.486,5790,3.7,-0.65,0.0003604066,2.689495E-05
3186,54853,279,3587193875556573184,1237649962454351970,150.0704,6356.295,-1.045922,1,6436.545,-0.9709376,20.42135,19.41084,19.08395,18.93759,18.88751,0.05559398,0.02678769,0.02309792,0.02207537,0.05327385,48.2413805367102,-7.46579397733052,20.44429,19.41209,19.08077,18.92557,18.87379,3587193875556573184,STAR,F5,0.0004626877,3186,54853,279,0,6000,4,-1.5,0.0004762307,3.059728E-05
3186,54833,313,3587203221069864960,1237649962454220862,10.51688,4524.271,-0.4743454,4.086455,4536.94,-0.4743454,20.769,18.58143,17.55218,17.13993,16.86554,0.06757238,0.01916415,0.01321041,0.02303564,0.01716247,47.8739101869114,-7.44120663697254,20.75609,18.58389,17.54906,17.1301,16.85678,3587203771161223168,STAR,K5,-9.846239E-06,3186,54853,315,1.069,4382,4.64,-0.28,-1.090556E-05,4.638589E-06
3186,54853,315,3587203771161223168,1237649962454220862,4.030595,4496.578,-0.8505911,4.447717,4498.539,-0.9863261,20.769,18.58143,17.55218,17.13993,16.86554,0.06757238,0.01916415,0.01321041,0.02303564,0.01716247,47.8739101869114,-7.44120663697254,20.75609,18.58389,17.54906,17.1301,16.85678,3587203771161223168,STAR,K5,-9.846239E-06,3186,54853,315,1.069,4382,4.64,-0.28,-1.090556E-05,4.638589E-06
3186,54833,333,3587208718628003840,1237649963528290362,-0.9925941,5315.097,-1.049074,3.135831,5342.459,-1.074704,19.10611,17.68313,17.08528,16.86313,16.72562,0.02394975,0.01617104,0.02185608,0.01742122,0.02254893,48.4798310591934,-6.52611166310089,19.11658,17.66386,17.08879,16.86149,16.73475,3587208718963548160,STAR,G2,-2.366022E-05,3186,54853,333,0.581,5506,3.8,-0.5,-1.267632E-05,5.495522E-06
3186,54853,333,3587208718963548160,1237649963528290362,3.499735,5259.332,-1.142704,3.025775,5247.126,-1.149192,19.10611,17.68313,17.08528,16.86313,16.72562,0.02394975,0.01617104,0.02185608,0.01742122,0.02254893,48.4798310591934,-6.52611166310089,19.11658,17.66386,17.08879,16.86149,16.73475,3587208718963548160,STAR,G2,-2.366022E-05,3186,54853,333,0.581,5506,3.8,-0.5,-1.267632E-05,5.495522E-06
3186,54853,334,3587208993841455104,1237649964064964688,-83.47025,5831.246,-2.187321,4.010289,5819.692,-2.088081,19.04338,18.12992,17.74175,17.57814,17.51626,0.02833514,0.01311229,0.01492789,0.01712874,0.02174677,48.0322125021275,-6.25871157037016,19.0758,18.12557,17.74192,17.5836,17.51547,3587208993841455104,STAR,F5,-0.0003114565,3186,54853,334,0.439,5952,4.22,-1.45,-0.000302777,2.622946E-05
3186,54833,335,3587209268383817728,1237649964064964688,-110.3869,5885.288,-2.14301,3.714089,5902.101,-2.120004,19.04338,18.12992,17.74175,17.57814,17.51626,0.02833514,0.01311229,0.01492789,0.01712874,0.02174677,48.0322125021275,-6.25871157037016,19.0758,18.12557,17.74192,17.5836,17.51547,3587208993841455104,STAR,F5,-0.0003114565,3186,54853,334,0.439,5952,4.22,-1.45,-0.000302777,2.622946E-05
3186,54853,345,3587212017498431488,1237649962991157381,-178.6741,5690.258,-1.49867,3.297245,5606.429,-1.569442,20.50392,19.5315,19.11405,18.93022,18.86782,0.06421804,0.03140541,0.02725002,0.02229614,0.05117654,48.0288787876143,-6.97653710479356,20.52164,19.51637,19.10338,18.92162,18.86034,3587212017498431488,STAR,F5,-0.0006295039,3186,54853,345,0,6000,4,-1,-0.0006203429,2.569181E-05
3186,54833,350,3587213391552421888,1237649963528028322,-0.4978216,4364.123,-0.2527062,3.882129,4422.086,-0.2527062,19.77459,17.20796,16.05098,15.57773,15.31756,0.03301369,0.0179879,0.02008901,0.01502619,0.01747102,47.9218310191879,-6.51626243471811,19.77234,17.22235,16.02802,15.5818,15.31392,3587213391887966208,STAR,K7,-2.485558E-05,3186,54853,350,1.176,4246,4.24,0,-2.945547E-05,3.759478E-06
2858,54498,125,3217856368958531584,1237651271361364054,-84.81577,8475.393,-1.763212,3.36288,8540.115,-1.765187,16.11378,14.96993,15.13414,15.26711,15.41376,0.007820408,0.02619201,0.01868591,0.01621745,0.01298894,172.13217218656,65.8829101099256,16.12091,14.91016,15.14006,15.30645,15.42109,3217856368958531584,STAR,A0p,-0.0003152457,2858,54498,125,0,9500,4,-1,-0.0003072651,4.931696E-06
2858,54464,138,3217859941800896512,1237651271361364054,-73.37592,8462.841,-1.705146,3.270895,8476.412,-1.705146,16.11378,14.96993,15.13414,15.26711,15.41376,0.007820408,0.02619201,0.01868591,0.01621745,0.01298894,172.13217218656,65.8829101099256,16.12091,14.91016,15.14006,15.30645,15.42109,3217856368958531584,STAR,A0p,-0.0003152457,2858,54498,125,0,9500,4,-1,-0.0003072651,4.931696E-06
2858,54498,127,3217856918714345472,1237651271361298521,-79.83553,6477.218,-2.150623,3.871687,6433.788,-2.206076,18.90998,17.94665,17.74245,17.63676,17.6644,0.02146016,0.02296441,0.01670276,0.01842875,0.02345368,171.771700969127,65.7768183089252,18.89221,17.9395,17.74373,17.63522,17.66892,3217856918714345472,STAR,A0,-0.0003220282,2858,54498,127,0,6500,4,-2,-0.0002906529,1.419071E-05
2858,54464,129,3217857467899734016,1237651271361298521,-89.87333,6510.307,-1.929832,3.26461,6475.991,-1.875689,18.90998,17.94665,17.74245,17.63676,17.6644,0.02146016,0.02296441,0.01670276,0.01842875,0.02345368,171.771700969127,65.7768183089252,18.89221,17.9395,17.74373,17.63522,17.66892,3217856918714345472,STAR,A0,-0.0003220282,2858,54498,127,0,6500,4,-2,-0.0002906529,1.419071E-05
2858,54498,129,3217857468470159360,1237651271361364048,38.71749,6278.962,-2.810306,3.30369,6306.181,-2.767417,18.63249,17.82624,17.5069,17.39337,17.41183,0.01637721,0.02652102,0.01908237,0.01686565,0.01900268,172.07833149584,65.8769941211254,18.64414,17.79628,17.52137,17.40851,17.41304,3217857468470159360,STAR,A0,1.715603E-05,2858,54498,129,0,6500,4,-2.5,0.0001047975,1.245791E-05
2858,54464,135,3217859117167175680,1237651271361364048,33.73491,6302.476,-2.460668,3.538401,6354.082,-2.460668,18.63249,17.82624,17.5069,17.39337,17.41183,0.01637721,0.02652102,0.01908237,0.01686565,0.01900268,172.07833149584,65.8769941211254,18.64414,17.79628,17.52137,17.40851,17.41304,3217857468470159360,STAR,A0,1.715603E-05,2858,54498,129,0,6500,4,-2.5,0.0001047975,1.245791E-05
2858,54464,124,3217856093510199296,1237651271361363986,-83.45699,6058.102,-1.570003,4.102211,6045.781,-1.442909,18.6166,17.70522,17.41037,17.27553,17.2539,0.01542536,0.02648483,0.01900207,0.01679577,0.01791668,171.879692286957,65.7839019674363,18.61883,17.70398,17.40276,17.27051,17.24826,3217859667493414912,STAR,F5,-0.000368976,2858,54498,137,0,6000,4,-1.5,-0.0003530012,9.986245E-06
2858,54498,137,3217859667493414912,1237651271361363986,-98.52709,5948.304,-1.705472,4.103036,5916.717,-1.778389,18.6166,17.70522,17.41037,17.27553,17.2539,0.01542536,0.02648483,0.01900207,0.01679577,0.01791668,171.879692286957,65.7839019674363,18.61883,17.70398,17.40276,17.27051,17.24826,3217859667493414912,STAR,F5,-0.000368976,2858,54498,137,0,6000,4,-1.5,-0.0003530012,9.986245E-06
2858,54498,139,3217860217249228800,1237651271361429528,-165.0652,5544.18,-1.563265,4.140486,5515.247,-1.7308,19.03342,18.00498,17.56872,17.40336,17.36198,0.0191479,0.02224045,0.01586683,0.01372874,0.01951781,172.310638440937,65.752330414826,19.04247,17.99724,17.56774,17.40625,17.36053,3217860217249228800,STAR,F2,-0.0006058908,2858,54498,139,0.536,5665,4.28,-0.99,-0.0005749483,8.820026E-06
2858,54464,123,3217855818632292352,1237651271361429528,-164.7149,5714.038,-1.410975,4.475985,5762.181,-1.431861,19.03342,18.00498,17.56872,17.40336,17.36198,0.0191479,0.02224045,0.01586683,0.01372874,0.01951781,172.310638440937,65.752330414826,19.04247,17.99724,17.56774,17.40625,17.36053,3217860217249228800,STAR,F2,-0.0006058908,2858,54498,139,0.536,5665,4.28,-0.99,-0.0005749483,8.820026E-06
2858,54464,216,3217881382277638144,1237651271361298481,-181.7935,6421.799,-1.466359,3.836254,6430.584,-1.421183,18.35795,17.46834,17.23255,17.11541,17.10268,0.01718625,0.02277422,0.01641143,0.01805247,0.01949424,171.628058763883,65.6936879927561,18.36975,17.4553,17.22153,17.11149,17.0962,3217877534557366272,STAR,F5,-0.0006139167,2858,54498,202,0,6500,4,-2,-0.0006541372,1.068183E-05
2858,54498,202,3217877534557366272,1237651271361298481,-188.8054,6452.762,-1.391564,3.935766,6461.847,-1.38916,18.35795,17.46834,17.23255,17.11541,17.10268,0.01718625,0.02277422,0.01641143,0.01805247,0.01949424,171.628058763883,65.6936879927561,18.36975,17.4553,17.22153,17.11149,17.0962,3217877534557366272,STAR,F5,-0.0006139167,2858,54498,202,0,6500,4,-2,-0.0006541372,1.068183E-05
2858,54498,207,3217878908946900992,1237651271361232973,-0.5078996,5687.266,-0.2475534,4.282541,5680.298,-0.2231109,16.13854,14.78775,14.24779,14.12164,14.08077,0.01962222,0.0135155,0.03110183,0.01976788,0.01710062,171.346273124088,65.8116564670795,16.1475,14.75513,14.30471,14.13218,14.08731,3217878908946900992,STAR,F9,-3.749588E-05,2858,54498,207,0.656,5377,4.5,-0.35,-2.604435E-05,1.789705E-06
2858,54464,212,3217880282766010368,1237651271361232973,2.072153,5663.819,-0.2711861,4.244435,5660.833,-0.2906458,16.13854,14.78775,14.24779,14.12164,14.08077,0.01962222,0.0135155,0.03110183,0.01976788,0.01710062,171.346273124088,65.8116564670795,16.1475,14.75513,14.30471,14.13218,14.08731,3217878908946900992,STAR,F9,-3.749588E-05,2858,54498,207,0.656,5377,4.5,-0.35,-2.604435E-05,1.789705E-06
2858,54498,210,3217879733580621824,1237651271361232975,29.7706,6043.01,-0.5369506,3.995908,6025.566,-0.5582264,18.0387,16.97463,16.56874,16.45136,16.39677,0.02193826,0.01375992,0.03118795,0.01993993,0.01838555,171.434439324689,65.8013700441854,18.05018,16.94252,16.58601,16.44946,16.40411,3217879733580621824,STAR,F5,5.76245E-05,2858,54498,210,0.465,5935,4.24,-0.54,7.495387E-05,4.18582E-06
2858,54464,218,3217881932033452032,1237651271361232975,39.70595,6082.882,-0.578127,4.184633,6061.861,-0.6282862,18.0387,16.97463,16.56874,16.45136,16.39677,0.02193826,0.01375992,0.03118795,0.01993993,0.01838555,171.434439324689,65.8013700441854,18.05018,16.94252,16.58601,16.44946,16.40411,3217879733580621824,STAR,F5,5.76245E-05,2858,54498,210,0.465,5935,4.24,-0.54,7.495387E-05,4.18582E-06
2858,54464,207,3217878908376475648,1237651271361298460,-27.6103,5703.763,0.03800168,3.889201,5673.23,0.03170253,17.2403,15.80626,15.25379,15.09343,15.03938,0.01408874,0.0225366,0.01608033,0.0176202,0.01601512,171.452011564139,65.8443330138532,17.26655,15.74775,15.24624,15.08904,15.04993,3217881932603877376,STAR,F9,-0.0001452233,2858,54498,218,0.652,5492,4.5,0.13,-0.0001239226,3.598937E-06
2858,54498,218,3217881932603877376,1237651271361298460,-29.85105,5743.432,0.1041673,3.911896,5704.639,0.1196238,17.2403,15.80626,15.25379,15.09343,15.03938,0.01408874,0.0225366,0.01608033,0.0176202,0.01601512,171.452011564139,65.8443330138532,17.26655,15.74775,15.24624,15.08904,15.04993,3217881932603877376,STAR,F9,-0.0001452233,2858,54498,218,0.652,5492,4.5,0.13,-0.0001239226,3.598937E-06
2858,54498,244,3217889079429457920,1237651271361101904,-37.18093,5552.651,-0.6551526,4.430536,5538.646,-0.6245222,19.57602,18.15655,17.68719,17.49513,17.44518,0.03050279,0.01653904,0.01180226,0.01146461,0.01980328,170.444798859549,65.7258807178395,19.55681,18.15003,17.66738,17.47259,17.42187,3217889079429457920,STAR,F9,-0.0001647882,2858,54498,244,0.692,5285,4.62,-0.71,-0.0001483724,5.770084E-06
